Company	Investor	category_list	raised_amount_usd	Valuation ($B)	funded_at	Country	Industry	Select Investors
HelloFresh	Vorwerk Direct Selling Ventures	Content Delivery|Hospitality|Recipes|Specialty Foods	7500000	$2.9	9/17/2015	Germany	eCommerce/Marketplace	Rocket Internet, Phenomen Ventures, Insight Venture Partners
Home24	Baillie Gifford	E-Commerce|Furniture	120000000	$1.03	6/1/2015	Germany	eCommerce/Marketplace	Rocket Internet, JP Morgan Chase & Co.
Home24	Rocket Internet	E-Commerce|Furniture	120000000	$1.03	6/1/2015	Germany	eCommerce/Marketplace	Rocket Internet, JP Morgan Chase & Co.
Honest Co.	AllianceBernstein	E-Commerce	100000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	Fidelity Management and Research Company	E-Commerce	100000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	General Catalyst Partners	E-Commerce	25000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	General Catalyst Partners	E-Commerce	27000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	General Catalyst Partners	E-Commerce	70000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	Glade Brook Capital Partners	E-Commerce	100000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	IVP	E-Commerce	100000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	IVP	E-Commerce	25000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	IVP	E-Commerce	27000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	IVP	E-Commerce	70000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	Iconiq Capital	E-Commerce	25000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	Iconiq Capital	E-Commerce	70000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	Lightspeed Venture Partners	E-Commerce	25000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	Lightspeed Venture Partners	E-Commerce	27000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	Lightspeed Venture Partners	E-Commerce	70000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	Pritzker Group Venture Capital	E-Commerce	25000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	Wellington Management	E-Commerce	100000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Honest Co.	Wellington Management	E-Commerce	70000000	$1.7	8/13/2015	USA	eCommerce/Marketplace	General Catalyst Partners, Iconiq Capital, Lightspeed Venture Partners
Hootsuite	Accel	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	165000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Accel	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	60000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Blumberg Capital	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	1900000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Blumberg Capital	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	3000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Cloud Apps Capital Partners	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	60000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Fidelity Investments	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	35000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Fidelity Investments	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	60000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Geoff Entress	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	1900000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Geoff Entress	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	3000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Hearst Ventures	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	1900000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Hearst Ventures	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	3000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Insight Venture Partners	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	165000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Insight Venture Partners	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	60000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Leo Group LLC	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	1900000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Millennium Technology Value Partners	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	3000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	OMERS Ventures	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	165000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	OMERS Ventures	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	20000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	OMERS Ventures	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	60000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Hootsuite	Silicon Valley Bank	Advertising|Big Data Analytics|Brand Marketing|Messaging|Online Scheduling|Social Media|Software|Twitter Applications	60000000	$1	9/25/2014	Canada	Internet Software & Services	Accel Partners, OMERS Ventures, Insight Venture Partners
Houzz	Amos Wilnai	Curated Web|Design|Home Renovation	11600000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Amos Wilnai	Curated Web|Design|Home Renovation	2000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Comcast Ventures	Curated Web|Design|Home Renovation	35000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	DST Global Solutions	Curated Web|Design|Home Renovation	165000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	David Sacks	Curated Web|Design|Home Renovation	35000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Don Katz	Curated Web|Design|Home Renovation	11600000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Don Katz	Curated Web|Design|Home Renovation	2000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	GGV Capital	Curated Web|Design|Home Renovation	165000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	GGV Capital	Curated Web|Design|Home Renovation	35000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Gary Ginsberg	Curated Web|Design|Home Renovation	11600000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Gary Ginsberg	Curated Web|Design|Home Renovation	2000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Jeff Fluhr	Curated Web|Design|Home Renovation	2000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Kleiner Perkins Caufield & Byers	Curated Web|Design|Home Renovation	165000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Kleiner Perkins Caufield & Byers	Curated Web|Design|Home Renovation	35000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Mike Chalfen	Curated Web|Design|Home Renovation	2000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	New Enterprise Associates	Curated Web|Design|Home Renovation	165000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	New Enterprise Associates	Curated Web|Design|Home Renovation	35000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Oliver Jung	Curated Web|Design|Home Renovation	165000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Oliver Jung	Curated Web|Design|Home Renovation	35000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Oren Dobronsky	Curated Web|Design|Home Renovation	2000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Oren Zeev	Curated Web|Design|Home Renovation	11600000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Oren Zeev	Curated Web|Design|Home Renovation	165000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Oren Zeev	Curated Web|Design|Home Renovation	2000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Paul Hsiao	Curated Web|Design|Home Renovation	35000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Sequoia Capital	Curated Web|Design|Home Renovation	11600000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Sequoia Capital	Curated Web|Design|Home Renovation	165000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	Sequoia Capital	Curated Web|Design|Home Renovation	35000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Houzz	T. Rowe Price	Curated Web|Design|Home Renovation	165000000	$2.3	9/30/2014	USA	eCommerce/Marketplace	New Enterprise Associates, Sequoia Capital, Comcast Ventures
Human Longevity	Bryan Johnson	Health and Wellness|Health Diagnostics	70000000	$1.2	4/5/2016	USA	Healthcare	Celgene, GE Ventures, Draper Fisher Jurvetson
Human Longevity	Draper Fisher Jurvetson (DFJ)	Health and Wellness|Health Diagnostics	70000000	$1.2	4/5/2016	USA	Healthcare	Celgene, GE Ventures, Draper Fisher Jurvetson
Human Longevity	Illumina	Health and Wellness|Health Diagnostics	70000000	$1.2	4/5/2016	USA	Healthcare	Celgene, GE Ventures, Draper Fisher Jurvetson
Human Longevity	Tan Sri Lim Kok Thay	Health and Wellness|Health Diagnostics	70000000	$1.2	4/5/2016	USA	Healthcare	Celgene, GE Ventures, Draper Fisher Jurvetson
Illumio	AME Cloud Ventures	Data Centers|Enterprise Software|Security|Software	100000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	Accel	Data Centers|Enterprise Software|Security|Software	100000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	Andreessen Horowitz	Data Centers|Enterprise Software|Security|Software	100000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	Andreessen Horowitz	Data Centers|Enterprise Software|Security|Software	34500000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	Andreessen Horowitz	Data Centers|Enterprise Software|Security|Software	8000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	BlackRock	Data Centers|Enterprise Software|Security|Software	100000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	Data Collective	Data Centers|Enterprise Software|Security|Software	100000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	Formation 8	Data Centers|Enterprise Software|Security|Software	100000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	Formation 8	Data Centers|Enterprise Software|Security|Software	34500000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	General Catalyst Partners	Data Centers|Enterprise Software|Security|Software	100000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	General Catalyst Partners	Data Centers|Enterprise Software|Security|Software	34500000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	Harmony Partners	Data Centers|Enterprise Software|Security|Software	100000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	John Thompson	Data Centers|Enterprise Software|Security|Software	100000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	Juniper Networks	Data Centers|Enterprise Software|Security|Software	8000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	Kyle Widrick	Data Centers|Enterprise Software|Security|Software	100000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	Marc Benioff	Data Centers|Enterprise Software|Security|Software	100000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
Illumio	Valor Capital Group	Data Centers|Enterprise Software|Security|Software	100000000	$1	4/14/2014	USA	Cybersecurity	Data Collective, Formation 8, General Catalyst Partners
InMobi	Kleiner Perkins Caufield & Byers	Advertising|Mobile	7100000	$1	12/2/2014	Singapore	Adtech	Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures
InMobi	Kleiner Perkins Caufield & Byers	Advertising|Mobile	8000000	$1	12/2/2014	Singapore	Adtech	Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures
InMobi	Mumbai Angels	Advertising|Mobile	500000	$1	12/2/2014	Singapore	Adtech	Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures
InMobi	Polaris Partners	Advertising|Mobile	200000000	$1	12/2/2014	Singapore	Adtech	Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures
InMobi	Sherpalo Ventures	Advertising|Mobile	7100000	$1	12/2/2014	Singapore	Adtech	Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures
InMobi	Sherpalo Ventures	Advertising|Mobile	8000000	$1	12/2/2014	Singapore	Adtech	Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures
InMobi	SoftBank Capital	Advertising|Mobile	200000000	$1	12/2/2014	Singapore	Adtech	Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures
InMobi	SoftBank Capital	Advertising|Mobile	5000000	$1	12/2/2014	Singapore	Adtech	Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures
InMobi	Tennenbaum Capital Partners	Advertising|Mobile	100000000	$1	12/2/2014	Singapore	Adtech	Kleiner Perkins Caufield & Byers, Softbank Corp., Sherpalo Ventures
Infinidat	TPG Growth	Databases|Data Security|Storage	150000000	$1.2	4/29/2015	Israel	Hardware	TPG Growth
InsideSales.com	Acadia Woods Partners	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	100000000	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	EPIC Ventures	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	100000000	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	HWVP	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	100000000	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	HWVP	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	36550043	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	HWVP	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	4000000	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	HWVP	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	60649981	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	Josh James	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	4000000	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	Kleiner Perkins Caufield & Byers	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	100000000	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	Kleiner Perkins Caufield & Byers	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	60649981	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	Microsoft	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	60649981	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	Microsoft Corporation - Strategic Investments	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	60649981	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	Polaris Partners	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	100000000	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	Polaris Partners	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	60649981	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	Salesforce Ventures	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	100000000	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	Salesforce Ventures	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	60649981	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	U.S. Venture Partners (USVP)	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	100000000	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	U.S. Venture Partners (USVP)	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	36550043	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	U.S. Venture Partners (USVP)	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	60649981	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	Zetta Venture Partners	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	100000000	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
InsideSales.com	Zetta Venture Partners	Big Data Analytics|Enterprise Software|Lead Management|Machine Learning|Predictive Analytics|SaaS|Sales and Marketing|Sales Automation	60649981	$1.5	4/28/2014	USA	Big Data	Microsoft Ventures, US Venture Partners, Kleiner Perkins Caufield & Byers
Instacart	Aaron Levie	E-Commerce|Groceries|Local Businesses	44000000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	American Express Ventures	E-Commerce|Groceries|Local Businesses	44000000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Andreessen Horowitz	E-Commerce|Groceries|Local Businesses	220000000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Andreessen Horowitz	E-Commerce|Groceries|Local Businesses	44000000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Canaan Partners	E-Commerce|Groceries|Local Businesses	2300000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Canaan Partners	E-Commerce|Groceries|Local Businesses	44000000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Canaan Partners	E-Commerce|Groceries|Local Businesses	8500000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Comcast Ventures	E-Commerce|Groceries|Local Businesses	220000000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Dragoneer Investment Group	E-Commerce|Groceries|Local Businesses	220000000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	FundersClub	E-Commerce|Groceries|Local Businesses	2300000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Khosla Ventures	E-Commerce|Groceries|Local Businesses	220000000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Khosla Ventures	E-Commerce|Groceries|Local Businesses	2300000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Khosla Ventures	E-Commerce|Groceries|Local Businesses	44000000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Khosla Ventures	E-Commerce|Groceries|Local Businesses	8500000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Kleiner Perkins Caufield & Byers	E-Commerce|Groceries|Local Businesses	220000000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Paul Buchheit	E-Commerce|Groceries|Local Businesses	8500000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	SV Angel	E-Commerce|Groceries|Local Businesses	8500000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Sam Altman	E-Commerce|Groceries|Local Businesses	44000000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Semil Shah	E-Commerce|Groceries|Local Businesses	2300000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Sequoia Capital	E-Commerce|Groceries|Local Businesses	220000000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
Instacart	Sequoia Capital	E-Commerce|Groceries|Local Businesses	44000000	$2	12/30/2014	USA	On-Demand	Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund
